マンション名,都,区,区域,間取り,間取りDK,間取りK,間取りL,間取りS,築年数,建物高さ,階,専有面積,賃料+管理費,敷/礼,路線1,駅1,徒歩1,賃料,管理費,敷金,礼金
ＪＲ中央線御茶ノ水駅12階建築6年,東京都,千代田区,神田神保町１,1,0,0,0,0,6,12,9,25,135000,250000,ＪＲ中央線,御茶ノ水駅,10,125000,10000,125000,125000
東京メトロ半蔵門線半蔵門駅14階建築1年,東京都,千代田区,一番町,1,1,0,1,0,1,14,7,56,385000,740000,東京メトロ半蔵門線,半蔵門駅,3,370000,15000,370000,370000
東京メトロ半蔵門線半蔵門駅10階建築41年,東京都,千代田区,麹町１,1,0,0,0,0,41,10,6,17,82000,154000,東京メトロ半蔵門線,半蔵門駅,1,77000,5000,77000,77000
東京メトロ有楽町線麹町駅地下1地上4階建築18年,東京都,千代田区,二番町,3,1,0,1,0,18,4,3,124,850000,2550000,東京メトロ有楽町線,麹町駅,3,850000,0,1700000,850000
サタケビル,東京都,千代田区,神田和泉町,3,1,0,1,0,24,4,3,93,400000,1200000,ＪＲ山手線,秋葉原駅,4,400000,0,800000,400000
東京メトロ半蔵門線半蔵門駅7階建築36年,東京都,千代田区,九段南３,1,0,0,0,0,36,7,4,20,77000,69000,東京メトロ半蔵門線,半蔵門駅,11,69000,8000,69000,0
ＪＲ中央線御茶ノ水駅11階建築46年,東京都,千代田区,神田駿河台２,1,0,0,0,0,46,11,5,14,73000,0,ＪＲ中央線,御茶ノ水駅,2,67000,6000,0,0
都営新宿線岩本町駅12階建築17年,東京都,千代田区,岩本町３,1,0,0,0,0,17,12,12,22,89000,178000,都営新宿線,岩本町駅,3,89000,0,89000,89000
Dimus大手町North　【ディームス大手町ノース】,東京都,千代田区,神田多町２,2,1,0,1,1,3,12,4,50,275000,260000,ＪＲ山手線,神田駅,4,260000,15000,260000,0
ザ・パークハウス五番町,東京都,千代田区,五番町,2,1,0,1,0,5,13,8,79,516000,1488000,ＪＲ総武線,市ケ谷駅,2,496000,20000,992000,496000
東京メトロ半蔵門線半蔵門駅地下2地上14階建築22年,東京都,千代田区,一番町,3,1,0,1,0,22,14,10,120,670000,2010000,東京メトロ半蔵門線,半蔵門駅,3,670000,0,1340000,670000
フォーシーズンズグランデ一番町,東京都,千代田区,一番町,3,1,0,1,0,22,14,10,120,670000,2010000,東京メトロ半蔵門線,半蔵門駅,3,670000,0,1340000,670000
マーシュフィールド四番町,東京都,千代田区,四番町,3,1,0,1,0,25,12,9,66,323000,616000,ＪＲ中央線,市ケ谷駅,3,308000,15000,308000,308000
ＪＲ総武線市ケ谷駅地下1地上12階建築25年,東京都,千代田区,四番町,3,1,0,1,0,25,12,9,66,323000,616000,ＪＲ総武線,市ケ谷駅,3,308000,15000,308000,308000
ベスト御茶ノ水II,東京都,千代田区,外神田２,1,0,0,0,0,20,6,4,30,110000,220000,ＪＲ山手線,秋葉原駅,10,110000,0,110000,110000
ラヴィラント御茶ノ水,東京都,千代田区,神田猿楽町１,1,1,0,0,0,7,13,3,24,128000,236000,都営三田線,神保町駅,4,118000,10000,118000,118000
スカイコート神田,東京都,千代田区,岩本町１,1,0,0,0,0,21,12,6,22,91000,39000,東京メトロ日比谷線,小伝馬町駅,3,78000,13000,0,39000
OneAvenue一番町文人通り,東京都,千代田区,一番町,3,1,0,1,0,5,14,14,167,1200000,3600000,東京メトロ半蔵門線,半蔵門駅,6,1200000,0,3600000,0
ライオンズ千代田岩本町ミレス,東京都,千代田区,岩本町２,1,0,0,0,0,5,15,4,26,124000,228000,都営新宿線,岩本町駅,7,114000,10000,114000,114000
都営新宿線岩本町駅15階建築5年,東京都,千代田区,岩本町２,1,0,0,0,0,5,15,4,26,124000,114000,都営新宿線,岩本町駅,4,114000,10000,114000,0
都営新宿線馬喰横山駅14階建築2年,東京都,千代田区,岩本町１,1,1,0,1,0,2,14,12,42,203000,193000,都営新宿線,馬喰横山駅,4,193000,10000,0,193000
東京メトロ銀座線末広町駅5階建築1年,東京都,千代田区,外神田６,1,0,0,0,0,1,5,5,21,116000,0,東京メトロ銀座線,末広町駅,4,101000,15000,0,0
ＪＲ山手線秋葉原駅地下1地上21階建築17年,東京都,千代田区,神田練塀町,1,1,0,1,0,17,21,16,55,268000,759000,ＪＲ山手線,秋葉原駅,4,253000,15000,253000,506000
ライオンズマンション九段第２,東京都,千代田区,九段南３,1,0,0,0,0,42,8,7,20,77000,75000,ＪＲ中央線,飯田橋駅,17,75000,2000,75000,0
ＪＲ総武線浅草橋駅14階建築18年,東京都,千代田区,東神田１,1,0,0,0,0,18,14,6,34,108000,103000,ＪＲ総武線,浅草橋駅,3,103000,5000,0,103000
東京メトロ銀座線神田駅15階建築16年,東京都,千代田区,神田須田町２,2,1,0,1,0,16,15,15,49,205000,38000,東京メトロ銀座線,神田駅,3,190000,15000,19000,19000
グローリオシェルト飯田橋,東京都,千代田区,飯田橋２,1,0,0,0,0,0,11,2,25,129000,228000,東京メトロ東西線,九段下駅,4,114000,15000,114000,114000
ＪＲ中央線水道橋駅14階建築19年,東京都,千代田区,神田三崎町３,2,1,0,1,0,19,14,12,57,270000,510000,ＪＲ中央線,水道橋駅,4,255000,15000,255000,255000
錦町トラッドスクエア,東京都,千代田区,神田錦町３,2,1,0,1,0,10,16,16,56,265000,821500,東京メトロ半蔵門線,神保町駅,3,265000,0,530000,291500
パークハウス平河町,東京都,千代田区,平河町１,2,1,0,1,0,16,14,11,64,330000,660000,東京メトロ有楽町線,麹町駅,4,330000,0,330000,330000
ドミール五番町(ドミールゴバンチョウ),東京都,千代田区,五番町,3,1,0,1,0,52,13,11,98,350000,693000,ＪＲ中央線,市ケ谷駅,3,330000,20000,330000,363000
東京メトロ銀座線神田駅12階建築4年,東京都,千代田区,神田佐久間町３,1,0,0,0,0,4,12,11,31,151000,278000,東京メトロ銀座線,神田駅,12,139000,12000,139000,139000
プラウド九段南,東京都,千代田区,九段南４,2,1,0,1,0,10,15,15,60,313000,596000,東京メトロ有楽町線,市ケ谷駅,3,298000,15000,298000,298000
TK猿楽町レジデンス,東京都,千代田区,神田猿楽町２,2,1,0,1,0,7,9,4,56,256000,492000,東京メトロ半蔵門線,神保町駅,5,246000,10000,246000,246000
コンフォートタカシマ,東京都,千代田区,岩本町１,3,1,0,1,1,24,8,7,55,278300,542600,ＪＲ山手線,神田駅,8,271300,7000,271300,271300
都営新宿線市ケ谷駅8階建築42年,東京都,千代田区,九段南３,1,0,0,0,0,42,8,7,17,77400,0,都営新宿線,市ケ谷駅,9,69800,7600,0,0
東京メトロ銀座線末広町駅地下1地上9階建築16年,東京都,千代田区,外神田６,2,1,0,1,0,16,9,2,47,185000,350000,東京メトロ銀座線,末広町駅,2,175000,10000,175000,175000
ザイマックス岩本町レジデンス,東京都,千代田区,岩本町２,2,1,0,1,0,22,9,9,80,290000,560000,ＪＲ山手線,神田駅,7,280000,10000,280000,280000
アトラス千代田御茶ノ水,東京都,千代田区,神田猿楽町１,2,1,0,1,0,5,14,12,57,300000,580000,東京メトロ半蔵門線,神保町駅,5,290000,10000,290000,290000
東京メトロ銀座線神田駅12階建築2年,東京都,千代田区,神田多町２,2,1,0,1,0,2,12,9,59,325000,305000,東京メトロ銀座線,神田駅,3,305000,20000,0,305000
東京レジデンス,東京都,千代田区,飯田橋２,2,1,0,1,0,20,29,26,85,550000,1100000,東京メトロ半蔵門線,九段下駅,4,550000,0,550000,550000
ラ・メール三番町レジデンス,東京都,千代田区,三番町,3,1,0,1,0,14,15,14,193,1200000,4800000,東京メトロ半蔵門線,半蔵門駅,8,1200000,0,3600000,1200000
レジデンス二番町,東京都,千代田区,二番町,1,1,0,1,0,5,14,7,52,305000,590000,東京メトロ有楽町線,麹町駅,4,295000,10000,295000,295000
ザ・パークハウスグラン三番町,東京都,千代田区,三番町,2,1,0,1,0,9,15,3,60,380000,760000,東京メトロ半蔵門線,半蔵門駅,7,380000,0,380000,380000
東京メトロ半蔵門線半蔵門駅地下1地上15階建築9年,東京都,千代田区,三番町,2,1,0,1,0,9,15,3,60,380000,760000,東京メトロ半蔵門線,半蔵門駅,5,380000,0,380000,380000
パークコート千代田駿河台ヒルトップレジデンス,東京都,千代田区,神田駿河台２,3,1,0,1,0,5,18,10,85,455000,1365000,ＪＲ中央線,御茶ノ水駅,8,455000,0,910000,455000
東京メトロ有楽町線永田町駅地下2地上14階建築4年,東京都,千代田区,永田町２,2,1,0,1,0,4,14,10,81,760000,1480000,東京メトロ有楽町線,永田町駅,3,740000,20000,740000,740000
ブランズ永田町,東京都,千代田区,永田町２,2,1,0,1,0,4,14,10,81,760000,1480000,東京メトロ半蔵門線,永田町駅,3,740000,20000,740000,740000
東京メトロ有楽町線麹町駅13階建築14年,東京都,千代田区,二番町,2,1,0,1,1,14,13,11,123,740000,1480000,東京メトロ有楽町線,麹町駅,1,740000,0,1480000,0
シティタワー・ルフォン九段の杜,東京都,千代田区,九段北４,2,1,0,1,0,5,19,9,70,390000,1170000,東京メトロ有楽町線,市ケ谷駅,5,390000,0,780000,390000
ＪＲ中央線市ケ谷駅地下1地上19階建築5年,東京都,千代田区,九段北４,2,1,0,1,0,5,19,3,70,405000,1110000,ＪＲ中央線,市ケ谷駅,5,370000,35000,740000,370000
フォレシティ内神田,東京都,千代田区,内神田３,1,0,0,0,0,20,11,10,23,103000,98000,ＪＲ山手線,神田駅,2,98000,5000,98000,0
ＪＲ山手線神田駅4階建築51年,東京都,千代田区,岩本町２,1,0,0,0,0,51,4,3,7,55000,0,ＪＲ山手線,神田駅,8,51700,3300,0,0
ニューアガタビル,東京都,千代田区,東神田１,1,0,0,0,0,39,8,4,19,82000,162000,ＪＲ総武線快速,馬喰町駅,2,81000,1000,81000,81000
東京メトロ半蔵門線神保町駅14階建築3年,東京都,千代田区,神田神保町１,2,1,0,1,0,3,14,13,55,372000,714000,東京メトロ半蔵門線,神保町駅,5,357000,15000,357000,357000
東京メトロ南北線永田町駅4階建築40年,東京都,千代田区,平河町２,3,1,0,0,0,40,4,3,53,199000,398000,東京メトロ南北線,永田町駅,3,199000,0,199000,199000
東京メトロ有楽町線永田町駅地下2地上24階建築14年,東京都,千代田区,平河町２,2,1,0,1,0,14,24,16,77,510000,2040000,東京メトロ有楽町線,永田町駅,2,510000,0,2040000,0
東京メトロ半蔵門線半蔵門駅10階建新築,東京都,千代田区,平河町１,2,1,0,0,0,0,10,5,40,275000,260000,東京メトロ半蔵門線,半蔵門駅,4,260000,15000,0,260000
J`z　Tower,東京都,千代田区,神田神保町３,1,0,0,0,0,15,10,4,30,129000,122000,都営三田線,神保町駅,2,122000,7000,122000,0
ＺＡ　　ＫＡＮＤＡＫＯＮＹＡＣＨＯ,東京都,千代田区,神田紺屋町,2,1,0,1,0,6,11,8,43,300000,285000,ＪＲ山手線,神田駅,6,285000,15000,285000,0
東京メトロ半蔵門線半蔵門駅5階建築28年,東京都,千代田区,三番町,2,1,0,1,0,28,5,4,51,200000,380000,東京メトロ半蔵門線,半蔵門駅,5,190000,10000,190000,190000
東京メトロ半蔵門線半蔵門駅9階建築12年,東京都,千代田区,三番町,2,1,0,1,0,12,9,7,81,368000,718000,東京メトロ半蔵門線,半蔵門駅,6,359000,9000,359000,359000
プレジリア九段下,東京都,千代田区,九段北１,1,1,0,1,0,8,10,7,35,153000,145000,東京メトロ東西線,九段下駅,4,145000,8000,145000,0
東京メトロ半蔵門線半蔵門駅地下1地上10階建築51年,東京都,千代田区,一番町,3,1,0,1,0,51,10,6,90,380000,1080000,東京メトロ半蔵門線,半蔵門駅,2,360000,20000,720000,360000
ＪＲ山手線神田駅15階建築7年,東京都,千代田区,岩本町２,1,1,0,1,0,7,15,8,32,155000,290000,ＪＲ山手線,神田駅,6,145000,10000,145000,145000
パークアクシス三番町,東京都,千代田区,三番町,1,1,0,0,0,2,9,6,30,193000,178000,東京メトロ半蔵門線,半蔵門駅,6,178000,15000,178000,0
シルヴァーアウル,東京都,千代田区,岩本町２,1,1,0,1,0,7,9,5,47,170000,320000,都営新宿線,岩本町駅,4,160000,10000,160000,160000
ＪＲ山手線秋葉原駅12階建築15年,東京都,千代田区,東神田２,1,1,0,1,0,15,12,7,39,155000,147000,ＪＲ山手線,秋葉原駅,8,147000,8000,0,147000
イトーピア三番町,東京都,千代田区,三番町,4,1,0,1,1,52,10,7,243,800000,2400000,ＪＲ中央線,市ケ谷駅,10,800000,0,1600000,800000
東京メトロ半蔵門線半蔵門駅地下1地上13階建築20年,東京都,千代田区,麹町２,1,0,0,0,0,20,13,2,31,150000,140000,東京メトロ半蔵門線,半蔵門駅,1,140000,10000,140000,0
東京メトロ半蔵門線半蔵門駅10階建築11年,東京都,千代田区,一番町,1,1,0,1,0,11,10,4,40,200000,600000,東京メトロ半蔵門線,半蔵門駅,4,200000,0,200000,400000
シティインデックス千代田秋葉原,東京都,千代田区,神田佐久間町３,1,1,0,1,0,6,14,12,45,235000,450000,東京メトロ日比谷線,秋葉原駅,5,225000,10000,225000,225000
Ｑｕ４ｔｔｒｏ　Ａｒｃａ　九段,東京都,千代田区,九段北１,1,1,0,1,1,4,12,10,50,235000,225000,東京メトロ半蔵門線,九段下駅,3,225000,10000,225000,0
ＪＲ山手線神田駅11階建築6年,東京都,千代田区,神田紺屋町,1,1,0,1,0,6,11,5,40,195000,370000,ＪＲ山手線,神田駅,4,185000,10000,185000,185000
林ビル,東京都,千代田区,東神田３,2,1,0,1,0,54,4,2,43,150000,450000,ＪＲ総武線,浅草橋駅,4,150000,0,300000,150000
ＪＲ総武線浅草橋駅4階建築54年,東京都,千代田区,東神田３,2,1,0,1,0,54,4,2,43,150000,450000,ＪＲ総武線,浅草橋駅,4,150000,0,300000,150000
ヴィラージュ・ド・クロシェビル,東京都,千代田区,神田練塀町,1,1,0,1,0,7,10,6,35,220000,792000,ＪＲ山手線,秋葉原駅,4,198000,22000,594000,198000
番町レジデンス,東京都,千代田区,六番町,2,1,0,1,0,16,7,2,76,350000,1050000,ＪＲ中央線,四ツ谷駅,6,350000,0,350000,700000
ＪＲ中央線四ツ谷駅7階建築16年,東京都,千代田区,六番町,1,1,0,1,1,16,7,2,76,350000,1050000,ＪＲ中央線,四ツ谷駅,6,350000,0,350000,700000
ＪＲ山手線秋葉原駅10階建築11年,東京都,千代田区,神田佐久間町３,1,1,0,1,0,11,10,9,33,148000,276000,ＪＲ山手線,秋葉原駅,3,138000,10000,138000,138000
アビセラ秋葉原【habicera秋葉原】,東京都,千代田区,神田佐久間町３,1,1,0,1,0,5,5,3,45,198000,195000,都営新宿線,岩本町駅,7,195000,3000,195000,0
都営浅草線浅草橋駅7階建築43年,東京都,千代田区,東神田３,1,1,0,1,0,43,7,5,36,163000,296000,都営浅草線,浅草橋駅,4,148000,15000,148000,148000
HOUSE岩本町(ハウスイワモトチョウ),東京都,千代田区,岩本町１,1,1,0,1,0,15,16,13,54,226000,212000,ＪＲ総武線快速,馬喰町駅,4,212000,14000,212000,0
東京メトロ東西線九段下駅14階建築12年,東京都,千代田区,神田神保町３,1,1,0,1,0,12,14,14,42,190000,170000,東京メトロ東西線,九段下駅,3,170000,20000,0,170000
メインステージ九段下,東京都,千代田区,神田神保町３,1,1,0,1,0,12,14,14,42,190000,170000,東京メトロ東西線,九段下駅,3,170000,20000,0,170000
アンビックス神田,東京都,千代田区,神田鍛冶町３,1,1,0,1,0,11,9,3,35,172000,324000,ＪＲ山手線,神田駅,2,162000,10000,162000,162000
東京メトロ丸ノ内線大手町駅9階建築11年,東京都,千代田区,神田鍛冶町３,1,1,0,1,0,11,9,3,35,172000,324000,東京メトロ丸ノ内線,大手町駅,11,162000,10000,162000,162000
東京メトロ東西線飯田橋駅4階建築35年,東京都,千代田区,飯田橋２,2,1,0,1,0,35,4,4,56,175000,330000,東京メトロ東西線,飯田橋駅,5,165000,10000,165000,165000
リヴシティ神田,東京都,千代田区,神田富山町,1,1,0,1,0,12,13,10,45,201500,0,東京メトロ銀座線,神田駅,3,181000,20500,0,0
ＪＲ総武線浅草橋駅11階建築9年,東京都,千代田区,東神田３,1,1,0,1,0,9,11,10,40,165000,310000,ＪＲ総武線,浅草橋駅,3,155000,10000,155000,155000
都営新宿線岩本町駅地下1地上13階建築11年,東京都,千代田区,東神田１,1,1,0,1,0,11,13,13,39,171000,330000,都営新宿線,岩本町駅,6,165000,6000,165000,165000
東京メトロ半蔵門線神保町駅14階建築16年,東京都,千代田区,神田神保町２,1,1,0,1,0,16,14,3,32,139000,408000,東京メトロ半蔵門線,神保町駅,3,136000,3000,272000,136000
ＪＲ中央線市ケ谷駅地下1地上19階建築6年,東京都,千代田区,三番町,1,1,0,1,0,6,19,2,53,300000,560000,ＪＲ中央線,市ケ谷駅,6,280000,20000,280000,280000
ＪＲ山手線神田駅8階建築5年,東京都,千代田区,神田富山町,1,1,0,1,0,5,8,3,39,185000,340000,ＪＲ山手線,神田駅,3,170000,15000,170000,170000
東京メトロ有楽町線麹町駅8階建築43年,東京都,千代田区,麹町２,2,1,0,1,0,43,8,3,51,200000,400000,東京メトロ有楽町線,麹町駅,3,200000,0,200000,200000
都営新宿線市ケ谷駅地下1地上14階建築15年,東京都,千代田区,九段南４,1,0,0,0,0,15,14,9,31,138500,256000,都営新宿線,市ケ谷駅,4,128000,10500,128000,128000
アピス一番町,東京都,千代田区,一番町,1,1,0,1,0,13,10,5,46,225000,430000,東京メトロ半蔵門線,半蔵門駅,3,215000,10000,215000,215000
リビオレゾン千代田岩本町ザ・マークス,東京都,千代田区,岩本町１,1,1,0,1,0,11,12,11,40,200000,380000,東京メトロ日比谷線,小伝馬町駅,5,190000,10000,190000,190000
東京メトロ半蔵門線半蔵門駅10階建築13年,東京都,千代田区,一番町,1,1,0,1,0,13,10,5,46,230000,440000,東京メトロ半蔵門線,半蔵門駅,3,220000,10000,220000,220000
麹町パークハウス,東京都,千代田区,麹町４,1,1,0,1,0,12,19,9,53,242000,484000,東京メトロ有楽町線,麹町駅,3,242000,0,242000,242000
LIVIORAISON大手町　【リビオレゾン大手町】,東京都,千代田区,内神田１,1,1,0,1,1,10,13,2,46,225000,430000,ＪＲ山手線,神田駅,6,215000,10000,215000,215000
パークコート三番町ヒルトップレジデンス,東京都,千代田区,三番町,1,1,0,1,0,6,18,2,53,300000,560000,都営新宿線,市ケ谷駅,4,280000,20000,280000,280000
マートルコート麹町,東京都,千代田区,九段南３,1,0,0,0,0,40,14,7,37,160000,450000,ＪＲ総武線,市ケ谷駅,8,150000,10000,300000,150000
ZOOM秋葉原,東京都,千代田区,神田佐久間町３,1,0,0,0,0,4,12,11,31,151000,278000,都営新宿線,岩本町駅,9,139000,12000,139000,139000
グランヴィスタ神田練塀町,東京都,千代田区,神田練塀町,1,1,0,1,0,4,23,19,46,299000,598000,ＪＲ山手線,秋葉原駅,1,299000,0,598000,0
